"provider","prvdr_num","fyb","fybstr","fye","fyestr","status","hospital_name","street_addr","po_box","city","state","zip_code","county","ime1","ime2","ime3","dsh1","dsh2","dsh3","gme_part_a","gme_part_b","beds","bed_days","medicare_days","days","employees","volunteers","medicare_disch","medicaid_disch","discharges"
"010001","010001",10/1/2006,"01-OCT-06",9/30/2007,"30-SEP-07","Reopened","SOUTHEAST ALABAMA MEDICAL CENTER        ","1108 ROSS CLARK CIRCLE                  ","6987                                    ","DOTHAN                                  ","AL                                      ","36301                                   ","HOUSTON                                 ",,,,8190796,,,,,370,135050,49372,93073,2162.09008789062,,10271,3269,20082
"010005","010005",10/1/2006,"01-OCT-06",9/30/2007,"30-SEP-07","Settled","MARSHALL MEDICAL CENTER - SOUTH         ","2505 U.S. HIGHWAY 431                   ",,"BOAZ                                    ","AL                                      ","35957                                   ","MARSHALL                                ",,,,1588481,,,,,108,39420,12414,22988,576.669982910156,,2550,1338,6230
"010006","010006",7/1/2007,"01-JUL-07",6/30/2008,"30-JUN-08","Settled","ELIZA COFFEE MEMORIAL HOSPITAL          ","205 MARENGO                             ","818                                     ","FLORENCE                                ","AL                                      ","35631-                                  ","LAUDERDALE                              ",,,,3093139,,,,,328,120048,38229,67808,961.799987792969,,6510,1823,13865
"010007","010007",10/1/2006,"01-OCT-06",9/30/2007,"30-SEP-07","Settled","MIZELL MEMORIAL HOSPITAL                ","702 MAIN STREET                         ","429                                     ","OPP                                     ","AL                                      ","36462                                   ","COVINGTON                               ",,,,646879,,,,,90,32850,5966,9570,186.679992675781,,1310,470,2355
"010008","010008",1/1/2007,"01-JAN-07",12/31/2007,"31-DEC-07","Settled","CRENSHAW COMMUNITY HOSPITAL             ","101 HOSPITAL CIRCLE                     ",,"LUVERNE                                 ","AL                                      ","36049-                                  ","CRENSHAW                                ",,,,248946,,,,,29,10585,2138,3794,83.4800033569336,,500,247,1026
"010009","010009",2/1/2007,"01-FEB-07",1/31/2008,"31-JAN-08","Settled","HARTSELLE MEDICAL CENTER                ","201 PINE STREET NW                      ",,"HARTSELLE                               ","AL                                      ","35640                                   ","MORGAN                                  ",,,,277801,,,,,130,47450,3334,4639,119.730003356934,,861,140,1338
"010010","010010",10/1/2006,"01-OCT-06",9/30/2007,"30-SEP-07","Settled","MARSHALL MEDICAL CENTER - NORTH         ","8000 ALABAMA HIGHWAY 69                 ",,"GUNTERSVILLE                            ","AL                                      ","35976                                   ","MARSHALL                                ",,,,680021,,,,,90,32850,8942,14921,388.279998779297,,1915,744,3632
"010011","010011",7/1/2007,"01-JUL-07",6/30/2008,"30-JUN-08","Reopened","ST. VINCENT S EAST                      ","50 MEDICAL PARK DRIVE EAST              ",,"BIRMINGHAM                              ","AL                                      ","35235                                   ","JEFFERSON                               ",,1566205,,1738169,,,855121,132673,272,99552,26518,73034,1235.88000488281,,4685,1553,13951
"010012","010012",4/1/2007,"01-APR-07",3/31/2008,"31-MAR-08","Settled","DEKALB REGIONAL MEDICAL CENTER          ","200 MEDICAL CENTER DR                   ",,"FORT PAYNE                              ","AL                                      ","35967                                   ","DEKALB                                  ",,,,1280131,,,,,91,33306,7431,12494,364.489990234375,,2056,1105,5179
"010015","010015",4/1/2007,"01-APR-07",3/31/2008,"31-MAR-08","Settled","SOUTHWEST ALABAMA MEDICAL CENTER        ","33400 HIGHWAY 43 NORTH                  ",,"THOMASVILLE                             ","AL                                      ","36784-                                  ","CLARKE                                  ",,,,297837,,,,,27,9882,2331,4216,117.309997558594,,617,214,1292
"010016","010016",10/1/2006,"01-OCT-06",9/30/2007,"30-SEP-07","Settled","SHELBY BAPTIST MEDICAL CENTER           ","1000 FIRST STREET NORTH                 ","488                                     ","ALABASTER                               ","AL                                      ","35007                                   ","SHELBY                                  ",,,,2261337,,,,,191,69715,19138,50379,777.760009765625,,3942,1661,10948
"010018","010018",10/1/2006,"01-OCT-06",9/30/2007,"30-SEP-07","Settled","CALLAHAN EYE FOUNDATION HOSP            ","1720 UNIVERSITY BOULEVARD               ",,"BIRMINGHAM                              ","AL                                      ","35233-                                  ","JEFFERSON                               ",,98951,,,,,27551,256402,20,7300,280,709,145.410003662109,,69,29,310
"010019","010019",10/1/2006,"01-OCT-06",9/30/2007,"30-SEP-07","Settled","HELEN KELLER HOSPITAL                   ","1300 SOUTH MONTGOMERY AVENUE            ","610                                     ","SHEFFIELD                               ","AL                                      ","35660-                                  ","COLBERT                                 ",,,,2247529,,,,,185,67525,14979,28432,498.179992675781,,3156,1839,7218
